Subject,LRT,RRT,RTMax,Lacc,Racc,Bacc,PrevAcc,Block,SubTrial,Lstim,Rstim,Stim1,Stim2,S-Chord,CResp1,CResp2,Resp1,Resp2,R-Chord,RewardType,AfterRew,Rmapping,Trial 1,BadTime,Repeat,Async,ChordType,Useable,RewMag
1,0,40,40,0,0,0,0,1,1,Face1.jpg,Face8.jpg,1,8,18,q,p,1,8,18,W, ,1,1,1,0,1,M,0,60
1,1818,1840,1840,0,0,0,0,1,2,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R, ,1,0,0,0,1,SI,0,160
1,0,40,40,0,0,0,0,1,3,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,1,1,0,1,0,1,SC,0,50
1,1272,1277,1277,1,0,0,0,1,4,Face1.jpg,Face6.jpg,1,6,16,q,i,1,6,16,R,0,1,0,0,0,1,SI,0,180
1,1501,1395,1501,1,1,1,0,1,5,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,0,SI,0,200
1,2279,2301,2301,0,1,0,1,1,6,Face3.jpg,Face6.jpg,3,6,36,e,i,3,6,36,W,0,1,0,1,0,1,M,0,100
1,1247,1237,1247,0,1,0,0,1,7,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R, ,1,0,0,0,1,SC,0,160
1,1611,1761,1761,0,1,0,0,1,8,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,1,1,0,0,0,0,SI,0,140
1,1254,1244,1254,1,1,1,0,1,9,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,1,1,0,0,0,1,SC,0,100
1,1888,1846,1888,1,0,0,1,1,10,Face2.jpg,Face8.jpg,2,8,28,w,p,2,8,28,W,1,1,0,0,0,1,SI,0,130
1,1782,1788,1788,1,1,1,0,1,11,Face1.jpg,Face7.jpg,1,7,17,q,o,1,7,17,W, ,1,0,0,0,1,SI,0,200
1,2064,2022,2064,0,0,0,1,1,12,Face3.jpg,Face6.jpg,3,6,36,e,i,3,6,36,W, ,1,0,1,0,1,M,0,190
1,1459,1465,1465,1,1,1,0,1,13,Face4.jpg,Face5.jpg,4,5,45,r,u,4,5,45,W, ,1,0,0,0,1,M,0,180
1,1884,1874,1884,0,1,0,1,1,14,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R, ,1,0,0,0,1,SI,0,90
1,1834,1872,1872,0,0,0,0,1,15,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,1,1,0,0,0,1,SC,0,140
1,1532,1522,1532,1,1,1,0,1,16,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,1,1,0,0,0,1,SC,0,200
1,2038,2060,2060,1,1,1,1,1,17,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,0,1,0,1,1,1,SC,0,150
1,1455,1477,1477,1,1,1,1,1,18,Face1.jpg,Face8.jpg,1,8,18,q,p,1,8,18,W,0,1,0,0,0,1,M,1,50
1,2201,2031,2201,0,1,0,1,1,19,Face2.jpg,Face8.jpg,2,8,28,w,p,2,8,28,W, ,1,0,1,0,0,SI,0,70
1,1599,1621,1621,0,1,0,0,1,20,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U, ,1,0,0,0,1,SC,0,130
1,1643,1635,1643,1,1,1,0,1,21,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,0,1,0,0,0,1,SI,0,120
1,1668,1658,1668,1,1,1,1,1,22,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,0,1,0,0,0,1,SC,1,100
1,2094,2084,2094,1,1,1,1,1,23,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,1,0,1,SI,0,130
1,1703,1741,1741,1,1,1,1,1,24,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,0,1,0,0,0,1,SC,1,140
1,1425,1431,1431,1,1,1,1,1,25,Face4.jpg,Face5.jpg,4,5,45,r,u,4,5,45,W,1,1,0,0,0,1,M,1,200
1,2122,2176,2176,1,1,1,1,1,26,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U, ,1,0,1,0,1,SC,0,150
1,2020,2010,2020,1,0,0,1,1,27,Face1.jpg,Face6.jpg,1,6,16,q,i,1,6,16,R,0,1,0,1,0,1,SI,0,90
1,2478,2548,2548,0,0,0,0,1,28,Face3.jpg,Face6.jpg,3,6,36,e,i,3,6,36,W,1,1,0,1,0,1,M,0,70
1,1341,1347,1347,1,1,1,0,1,29,Face3.jpg,Face6.jpg,3,6,36,e,i,3,6,36,W, ,1,0,0,1,1,M,0,120
1,1447,1469,1469,1,1,1,1,1,30,Face3.jpg,Face5.jpg,3,5,35,e,u,3,5,35,W, ,1,0,0,0,1,SI,1,200
1,1696,1686,1696,1,1,1,1,1,31,Face2.jpg,Face7.jpg,2,7,27,w,o,2,7,27,W, ,1,0,0,0,1,M,1,50
1,1546,1568,1568,1,1,1,1,1,32,Face4.jpg,Face5.jpg,4,5,45,r,u,4,5,45,W, ,1,0,0,0,1,M,1,160
1,1571,1593,1593,0,1,0,1,1,33,Face2.jpg,Face8.jpg,2,8,28,w,p,2,8,28,W, ,1,0,0,0,1,SI,0,110
1,1795,1785,1795,0,1,0,0,1,34,Face1.jpg,Face7.jpg,1,7,17,q,o,1,7,17,W, ,1,0,0,0,1,SI,0,180
1,1392,1382,1392,1,1,1,0,1,35,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U, ,1,0,0,0,1,SI,0,160
1,2090,2048,2090,0,1,0,1,1,36,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,0,1,0,1,0,1,SC,0,190
1,1292,1314,1314,1,1,1,0,1,37,Face1.jpg,Face8.jpg,1,8,18,q,p,1,8,18,W,0,1,0,0,0,1,M,0,150
1,1142,1164,1164,1,1,1,1,1,38,Face1.jpg,Face8.jpg,1,8,18,q,p,1,8,18,W, ,1,0,0,1,1,M,0,120
1,2319,2309,2319,1,1,1,1,1,39,Face3.jpg,Face6.jpg,3,6,36,e,i,3,6,36,W, ,1,0,1,0,1,M,0,100
1,1817,1807,1817,1,1,1,1,1,40,Face3.jpg,Face6.jpg,3,6,36,e,i,3,6,36,W, ,1,0,0,1,1,M,0,110
1,2146,2120,2146,1,1,1,1,1,41,Face3.jpg,Face6.jpg,3,6,36,e,i,3,6,36,W, ,1,0,1,1,1,M,0,50
1,1244,1266,1266,1,1,1,1,1,42,Face1.jpg,Face8.jpg,1,8,18,q,p,1,8,18,W, ,1,0,0,0,1,M,1,190
1,1926,1899,1926,1,1,1,1,1,43,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R, ,1,0,0,0,1,SC,1,140
1,1519,1509,1519,1,1,1,1,1,44,Face1.jpg,Face7.jpg,1,7,17,q,o,1,7,17,W,1,1,0,0,0,1,SI,1,180
1,1433,1503,1503,1,1,1,1,1,45,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R, ,1,0,0,0,1,SC,1,190
1,1970,1960,1970,1,1,1,1,1,46,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,1,1,0,0,0,1,SC,1,90
1,1484,1521,1521,1,1,1,1,1,47,Face2.jpg,Face8.jpg,2,8,28,w,p,2,8,28,W,0,1,0,0,0,1,SI,1,200
1,2052,2042,2052,1,1,1,1,1,48,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R, ,1,0,1,0,1,SC,0,70
1,1902,1892,1902,1,1,1,1,1,49,Face1.jpg,Face7.jpg,1,7,17,q,o,1,7,17,W,1,1,0,0,0,1,SI,1,130
1,1831,1837,1837,1,1,1,1,1,50,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R, ,1,0,0,0,1,SC,1,140
1,1715,1769,1769,1,0,0,1,2,1,Face1.jpg,Face6.jpg,1,6,16,q,i,1,6,16,R,1,1,1,0,0,1,SI,0,160
1,2152,40,2152,1,0,0,0,2,2,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,1,0,0,SI,0,0
1,1934,1908,1934,1,1,1,0,2,3,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,0,1,0,0,0,1,SC,0,70
1,1216,1238,1238,1,1,1,1,2,4,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,1,1,0,0,0,1,SI,1,0
1,2194,40,2194,0,0,0,1,2,5,Face1.jpg,Face6.jpg,1,6,16,q,i,1,6,16,R,0,1,0,1,0,0,SI,0,160
1,1639,1644,1644,1,1,1,0,2,6,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,1,1,0,0,0,1,SC,0,0
1,1480,1470,1480,1,1,1,1,2,7,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,0,1,0,0,0,1,SC,1,70
1,1882,40,1882,1,0,0,1,2,8,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,1,1,0,1,0,0,SC,0,0
1,1375,1349,1375,1,1,1,0,2,9,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,0,1,0,0,0,1,SC,0,160
1,1777,1767,1777,1,1,1,1,2,10,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,1,1,0,0,0,1,SC,1,0
1,2035,1993,2035,1,1,1,1,2,11,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,1,0,1,SI,0,170
1,1161,1166,1166,1,1,1,1,2,12,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,1,1,0,0,0,1,SC,1,100
1,1210,1216,1216,1,0,0,1,2,13,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,0,0
1,1136,1110,1136,1,0,0,0,2,14,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,0,1,0,0,0,1,SC,0,140
1,1925,1931,1931,0,0,0,0,2,15,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,1,1,0,0,0,1,SC,0,0
1,1547,1568,1568,0,1,0,0,2,16,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,0,1,0,0,0,1,SI,0,0
1,1616,1734,1734,1,0,0,0,2,17,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,0,1,0,0,0,0,SC,0,0
1,1125,1147,1147,1,1,1,0,2,18,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,0,1,0,0,0,1,SC,0,50
1,1559,1549,1559,1,1,1,1,2,19,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,1,0
1,1513,1503,1513,1,1,1,1,2,20,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,0,1,0,0,0,1,SC,1,0
1,1658,1680,1680,1,0,0,1,2,21,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,0,1,0,0,0,1,SI,0,0
1,1423,1413,1423,0,1,0,0,2,22,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,0,1,0,0,0,1,SI,0,0
1,1749,1741,1749,1,1,1,0,2,23,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,0,0,1,SI,0,180
1,1655,1661,1661,1,1,1,1,2,24,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,1,1,0,0,0,1,SC,1,70
1,1737,1727,1737,0,0,0,1,2,25,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,1,1,0,0,0,1,SC,0,0
1,1342,1348,1348,1,1,1,0,2,26,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,0,1,0,0,0,1,SI,0,0
1,2016,40,2016,1,0,0,1,2,27,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,1,0,0,SI,0,90
1,1733,1675,1733,0,1,0,0,2,28,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,0,0
1,1275,1281,1281,1,1,1,0,2,29,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,0,1,0,0,0,1,SC,0,200
1,1548,1570,1570,1,1,1,1,2,30,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,1,1,0,0,0,1,SC,1,0
1,1678,1668,1678,1,0,0,1,2,31,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,0,1,0,0,0,1,SC,0,0
1,1620,1626,1626,1,1,1,0,2,32,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,0,0,1,SI,0,170
1,1286,1308,1308,1,1,1,1,2,33,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,1,0
1,1560,1550,1560,1,1,1,1,2,34,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,0,0,1,SI,1,80
1,1340,1328,1340,1,1,1,1,2,35,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,1,1,0,0,0,1,SC,1,0
1,1947,40,1947,1,0,0,1,2,36,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,0,1,0,1,0,0,SC,0,0
1,1616,1638,1638,1,0,0,0,2,37,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,0,1,0,0,0,1,SI,0,0
1,1541,1563,1563,1,0,0,0,2,38,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,0,1,0,0,0,1,SI,0,0
1,1115,1121,1121,1,1,1,0,2,39,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,0,1,0,0,0,1,SC,0,100
1,1149,1139,1149,1,1,1,1,2,40,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,1,0
1,1983,40,1983,1,0,0,1,2,41,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,1,0,0,SI,0,200
1,1796,1802,1802,0,1,0,0,2,42,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,1,1,0,0,0,1,SC,0,160
1,1129,1151,1151,1,1,1,0,2,43,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,1,1,0,0,0,1,SI,0,50
1,1179,1153,1179,1,1,1,1,2,44,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,1,1,0,0,0,1,SI,1,0
1,1325,1331,1331,1,1,1,1,2,45,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,0,1,0,0,0,1,SC,1,110
1,1119,1109,1119,1,1,1,1,2,46,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,1,1,0,0,0,1,SI,1,0
1,1729,1671,1729,1,0,0,1,2,47,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,0,1,0,0,0,1,SI,0,0
1,1766,1804,1804,0,0,0,0,2,48,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,0,1,0,0,0,1,SC,0,0
1,1484,1522,1522,0,1,0,0,2,49,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,0,1,0,0,0,1,SC,0,50
1,1728,1734,1734,0,1,0,0,2,50,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,1,1,0,0,0,1,SC,0,0
1,1157,1147,1157,1,1,1,0,2,51,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,0,1,0,0,0,1,SI,0,0
1,1767,1789,1789,1,1,1,1,2,52,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,0,1,0,0,0,1,SC,1,0
1,1657,1647,1657,1,1,1,1,2,53,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,0,1,0,0,0,1,SI,1,0
1,1131,1137,1137,1,1,1,1,2,54,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,0,1,0,0,0,1,SC,1,50
1,1709,1699,1709,1,0,0,1,2,55,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,1,1,0,0,0,1,SC,0,60
1,0,40,40,0,0,0,0,2,56,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,1,1,0,1,0,1,SC,0,0
1,1287,1293,1293,1,1,1,0,2,57,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,0,1,0,0,0,1,SI,0,0
1,1801,1807,1807,0,1,0,1,2,58,Face1.jpg,Face6.jpg,1,6,16,q,i,1,6,16,R,0,1,0,0,0,1,SI,0,80
1,1550,1588,1588,1,1,1,0,2,59,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,1,1,0,0,0,1,SC,0,0
1,1664,1686,1686,1,1,1,1,2,60,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,0,1,0,0,0,1,SC,1,100
1,1682,1704,1704,1,1,1,1,2,61,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,1,1,0,0,0,1,SI,1,100
1,1540,1562,1562,1,1,1,1,2,62,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,1,1,0,0,0,1,SC,1,190
1,1542,1532,1542,1,1,1,1,2,63,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,1,1,0,0,0,1,SI,1,170
1,1235,1257,1257,0,0,0,1,3,1,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,1,1,1,0,0,1,SI,0,0
1,2264,40,2264,1,0,0,0,3,2,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,1,0,0,SI,0,100
1,1181,1171,1181,1,1,1,0,3,3,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,0,0
1,1583,1621,1621,1,1,1,1,3,4,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,0,1,0,0,0,1,SC,1,0
1,2001,1959,2001,1,1,1,1,3,5,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,1,0,1,SI,0,140
1,1091,1113,1113,1,1,1,1,3,6,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,1,1,0,0,0,1,SC,1,190
1,1701,1707,1707,1,1,1,1,3,7,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,1,1,0,0,0,1,SC,1,0
1,1799,1933,1933,0,0,0,1,3,8,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,0,1,0,0,0,0,SC,0,110
1,1485,1474,1485,1,0,0,0,3,9,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,1,1,0,0,0,1,SC,0,0
1,1218,1240,1240,1,1,1,0,3,10,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,0,1,0,0,0,1,SI,0,0
1,1140,1146,1146,1,1,1,1,3,11,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,0,0,1,SI,1,130
1,1206,1196,1206,1,1,1,1,3,12,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,1,1,0,0,0,1,SC,1,170
1,1352,1294,1352,0,1,0,1,3,13,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,0,0
1,957,963,963,1,1,1,0,3,14,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,0,1,0,0,0,1,SC,0,90
1,1582,1556,1582,1,1,1,1,3,15,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,1,1,0,0,0,1,SI,1,0
1,1600,1590,1600,1,1,1,1,3,16,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,0,1,0,0,0,1,SC,1,0
1,1426,1416,1426,1,0,0,1,3,17,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,0,1,0,0,0,1,SC,0,0
1,1623,1613,1623,1,0,0,0,3,18,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,0,1,0,0,0,1,SC,0,0
1,1581,1587,1587,1,1,1,0,3,19,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,0,1,0,0,0,1,SC,0,0
1,1310,1316,1316,1,1,1,1,3,20,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,0,1,0,0,0,1,SI,1,0
1,1168,1158,1168,1,1,1,1,3,21,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,0,1,0,0,0,1,SI,1,0
1,1410,1416,1416,1,1,1,1,3,22,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,0,1,0,0,0,1,SC,1,0
1,1284,1276,1284,0,1,0,1,3,23,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,0,1,0,0,0,1,SC,0,50
1,1226,1216,1226,1,1,1,0,3,24,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,1,1,0,0,0,1,SC,0,0
1,1516,1506,1516,1,1,1,1,3,25,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,0,1,0,0,0,1,SC,1,0
1,1054,1047,1054,1,1,1,1,3,26,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,0,1,0,0,0,1,SC,1,180
1,1151,1143,1151,0,0,0,1,3,27,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,1,1,0,0,0,1,SI,0,0
1,1717,1723,1723,1,1,1,0,3,28,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,0,1,0,0,0,1,SC,0,190
1,1399,1405,1405,1,1,1,1,3,29,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,1,1,0,0,0,1,SC,1,0
1,1289,1279,1289,1,1,1,1,3,30,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,0,0,1,SI,1,120
1,1354,1360,1360,1,1,1,1,3,31,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,1,1,0,0,0,1,SC,1,60
1,1148,1154,1154,1,1,1,1,3,32,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,1,1,0,0,0,1,SI,1,70
1,1038,1028,1038,1,1,1,1,3,33,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,1,1,0,0,0,1,SC,1,0
1,1440,1477,1477,1,0,0,1,3,34,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,0,1,0,0,0,1,SI,0,0
1,1189,1195,1195,1,1,1,0,3,35,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,0,1,0,0,0,1,SC,0,150
1,1031,1037,1037,1,1,1,1,3,36,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,1,1,0,0,0,1,SC,1,70
1,1049,1039,1049,0,1,0,1,3,37,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,0,0
1,1486,1492,1492,1,1,1,0,3,38,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,0,1,0,0,0,1,SC,0,0
1,1248,1238,1248,1,1,1,1,3,39,Face1.jpg,Face6.jpg,1,6,16,q,i,1,6,16,R,0,1,0,0,0,1,SI,1,130
1,1874,1912,1912,0,1,0,1,3,40,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,1,1,0,0,0,1,SI,0,0
1,1815,1821,1821,1,0,0,0,3,41,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,0,1,0,0,0,1,SC,0,0
1,1533,1523,1533,0,1,0,0,3,42,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,0,1,0,0,0,1,SI,0,0
1,1362,1368,1368,0,0,0,0,3,43,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,0,1,0,0,0,1,SC,0,100
1,1175,1181,1181,1,1,1,0,3,44,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,0,0
1,1752,1726,1752,1,1,1,1,3,45,Face1.jpg,Face6.jpg,1,6,16,q,i,1,6,16,R,0,1,0,0,0,1,SI,1,170
1,1146,1152,1152,1,1,1,1,3,46,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,1,1,0,0,0,1,SC,1,0
1,1484,1506,1506,1,1,1,1,3,47,Face1.jpg,Face6.jpg,1,6,16,q,i,1,6,16,R,0,1,0,0,0,1,SI,1,120
1,1630,1620,1630,1,1,1,1,3,48,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,1,0
1,1344,1334,1344,1,1,1,1,3,49,Face1.jpg,Face6.jpg,1,6,16,q,i,1,6,16,R,0,1,0,0,0,1,SI,1,160
1,1322,1312,1322,1,1,1,1,4,1,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,1,1,1,0,0,1,SI,0,90
1,1148,1154,1154,1,1,1,1,4,2,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,1,0
1,1134,1124,1134,1,1,1,1,4,3,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,0,0,1,SI,1,180
1,1296,1270,1296,1,1,1,1,4,4,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,1,1,0,0,0,1,SC,1,160
1,1314,1336,1336,0,0,0,1,4,5,Face1.jpg,Face6.jpg,1,6,16,q,i,1,6,16,R,1,1,0,0,0,1,SI,0,140
1,1255,1197,1255,1,1,1,0,4,6,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,0,0
1,1993,40,1993,0,0,0,1,4,7,Face3.jpg,Face8.jpg,3,8,38,e,p,3,8,38,U,0,1,0,1,0,0,SI,0,0
1,991,980,991,1,1,1,0,4,8,Face1.jpg,Face5.jpg,1,5,15,q,u,1,5,15,U,0,1,0,0,0,1,SC,0,0
1,1792,1766,1792,1,1,1,1,4,9,Face2.jpg,Face6.jpg,2,6,26,w,i,2,6,26,U,0,1,0,0,0,1,SC,1,0
1,1538,1528,1538,1,1,1,1,4,10,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,0,0,1,SI,1,170
1,1075,1081,1081,1,1,1,1,4,11,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,1,1,0,0,0,1,SC,1,190
1,1093,1099,1099,1,1,1,1,4,12,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,1,1,0,0,0,1,SI,1,160
1,1175,1165,1175,1,1,1,1,4,13,Face4.jpg,Face8.jpg,4,8,48,r,p,4,8,48,R,1,1,0,0,0,1,SC,1,160
1,1273,1247,1273,1,1,1,1,4,14,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,1,0
1,1595,1585,1595,1,1,1,1,4,15,Face2.jpg,Face5.jpg,2,5,25,w,u,2,5,25,R,0,1,0,0,0,1,SI,1,200
1,1325,1331,1331,1,1,1,1,4,16,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,1,0
1,1487,1493,1493,0,1,0,1,4,17,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,0,1,0,0,0,1,SC,0,180
1,1092,1098,1098,1,1,1,0,4,18,Face4.jpg,Face7.jpg,4,7,47,r,o,4,7,47,U,1,1,0,0,0,1,SI,0,0
1,1446,1452,1452,0,1,0,1,4,19,Face3.jpg,Face7.jpg,3,7,37,e,o,3,7,37,R,0,1,0,0,0,1,SC,0,60
1,1211,1218,1218,0,1,0,0,4,20,Face1.jpg,Face6.jpg,1,6,16,q,i,1,6,16,R,1,1,0,0,0,1,SI,0,190
