Subject,Sex,Group,Rmapping,CB,RTL,RTR,RTMax,Asynchrony,AccL,AccR,Bacc,Block,Trial, F1,Face2,R1,R2,Chord,CResp1,CResp2,RewardType,ChordType,Rewarded,Code,PrevReward,AfterReward,Practiced,PrevAcc,GoodFast,Repeats,Useable,Qchord,QRecall,QRespQ,Composite Awareness
21,#N/A,2,3,1,1090,1112,1112,22,1,1,1,8,34,Face2.jpg,Face7.jpg,2,7,27,w,o,R,M,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1300,1290,1300,10,1,1,1,8,35,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1718,1708,1718,10,1,1,1,8,36,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,952,974,974,22,0,0,0,8,37,Face2.jpg,Face7.jpg,2,7,27,w,o,R,M,1,31,1,1,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1564,1570,1570,6,1,1,1,8,38,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,1,1,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1589,1611,1611,22,1,0,0,9,1,Face1.jpg,Face6.jpg,1,6,16,q,i,R,SI,1,31,1,1,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1258,1232,1258,26,1,1,1,9,2,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,1,1,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1516,1522,1522,6,1,1,1,9,3,Face2.jpg,Face7.jpg,2,7,27,w,o,R,M,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1150,1156,1156,6,1,1,1,9,4,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,1,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1584,1718,1718,134,1,1,1,9,5,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1442,1434,1442,8,1,1,1,9,6,Face2.jpg,Face8.jpg,2,8,28,w,p,U,SI,0,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1828,1802,1828,26,0,0,0,9,7,Face1.jpg,Face6.jpg,1,6,16,q,i,R,SI,1,31,0,0,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,2121,40,2121,2081,0,0,0,9,8,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,1,1,1,0,0,0,0,,,0,#N/A
21,#N/A,2,3,1,1023,981,1023,42,1,1,1,9,9,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,1,31,1,1,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1953,1975,1975,22,1,0,0,9,10,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,1,1,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1237,1211,1237,26,1,1,1,9,11,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,1,31,0,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1431,1421,1431,10,1,1,1,9,12,Face1.jpg,Face6.jpg,1,6,16,q,i,R,SI,1,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1353,1359,1359,6,1,1,1,9,13,Face2.jpg,Face8.jpg,2,8,28,w,p,U,SI,0,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1499,1473,1499,26,1,1,1,9,14,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1245,1219,1245,26,1,1,1,9,15,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,0,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,975,965,975,10,1,1,1,9,16,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,0,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1185,1191,1191,6,1,1,1,9,17,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1571,1529,1571,42,1,1,1,9,18,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,0,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1460,1450,1460,10,1,1,1,9,19,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1110,1116,1116,6,1,1,1,9,20,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,1,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1096,1070,1096,26,1,1,1,9,21,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,0,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1562,1600,1600,38,1,0,0,9,22,Face2.jpg,Face7.jpg,2,7,27,w,o,R,M,1,31,0,0,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1568,1526,1568,42,0,0,0,9,23,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,1,1,1,0,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1605,1611,1611,6,1,1,1,9,24,Face2.jpg,Face8.jpg,2,8,28,w,p,U,SI,0,31,0,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1351,1341,1351,10,1,1,1,9,25,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1801,1727,1801,74,1,1,1,9,26,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1130,1120,1130,10,1,1,1,9,27,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1244,1266,1266,22,1,1,1,9,28,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1374,1412,1412,38,1,1,1,9,29,Face1.jpg,Face6.jpg,1,6,16,q,i,R,SI,1,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1643,1633,1643,10,1,0,0,10,1,Face4.jpg,Face5.jpg,4,5,45,r,u,W,M,1,31,1,1,0,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1297,1287,1297,10,1,0,0,10,2,Face3.jpg,Face7.jpg,3,7,37,e,o,W,SC,1,31,1,0,0,0,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1190,1180,1190,10,1,1,1,10,3,Face2.jpg,Face8.jpg,2,8,28,w,p,U,SI,0,31,1,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1272,1262,1272,10,1,1,1,10,4,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1194,1184,1194,10,1,1,1,10,5,Face1.jpg,Face8.jpg,1,8,18,q,p,W,M,1,31,1,1,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1500,1490,1500,10,1,1,1,10,6,Face3.jpg,Face7.jpg,3,7,37,e,o,W,SC,1,31,1,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1134,1140,1140,6,1,1,1,10,7,Face1.jpg,Face8.jpg,1,8,18,q,p,W,M,1,31,1,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1296,1286,1296,10,1,1,1,10,8,Face3.jpg,Face8.jpg,3,8,38,e,p,W,SI,0,31,1,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1666,1656,1666,10,1,1,1,10,9,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1460,1482,1482,22,1,1,1,10,10,Face3.jpg,Face7.jpg,3,7,37,e,o,W,SC,1,31,0,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1398,1390,1398,8,1,1,1,10,11,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,0,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1095,1164,1164,69,1,1,1,10,12,Face1.jpg,Face6.jpg,1,6,16,q,i,R,SI,0,31,0,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1113,1119,1119,6,1,1,1,10,13,Face3.jpg,Face7.jpg,3,7,37,e,o,W,SC,1,31,0,1,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,971,961,971,10,1,1,1,10,14,Face1.jpg,Face8.jpg,1,8,18,q,p,W,M,1,31,1,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1484,1442,1484,42,1,0,0,10,15,Face2.jpg,Face6.jpg,2,6,26,w,i,W,SC,1,31,1,0,0,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1282,1320,1320,38,1,1,1,10,16,Face3.jpg,Face8.jpg,3,8,38,e,p,W,SI,0,31,1,0,0,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1236,1210,1236,26,1,1,1,10,17,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1510,1484,1510,26,1,1,1,10,18,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1111,1053,1111,58,1,0,0,10,19,Face3.jpg,Face7.jpg,3,7,37,e,o,W,SC,1,31,0,0,0,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1213,1203,1213,10,1,1,1,10,20,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,1,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1727,1765,1765,38,1,0,0,10,21,Face2.jpg,Face7.jpg,2,7,27,w,o,R,M,1,31,1,0,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,932,922,932,10,1,1,1,10,22,Face2.jpg,Face5.jpg,2,5,25,w,u,W,SI,0,31,1,1,0,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1430,1404,1430,26,1,1,1,10,23,Face4.jpg,Face6.jpg,4,6,46,r,i,W,SI,0,31,0,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1336,1342,1342,6,1,1,1,10,24,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1306,1296,1306,10,1,1,1,10,25,Face4.jpg,Face6.jpg,4,6,46,r,i,W,SI,0,31,0,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,2108,40,2108,2068,1,0,0,10,26,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,0,0,1,1,0,0,0,,,0,#N/A
21,#N/A,2,3,1,1105,1095,1105,10,1,1,1,10,27,Face4.jpg,Face5.jpg,4,5,45,r,u,W,M,1,31,0,0,0,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1299,1289,1299,10,1,1,1,10,28,Face2.jpg,Face8.jpg,2,8,28,w,p,U,SI,0,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1461,1483,1483,22,1,1,1,10,29,Face2.jpg,Face6.jpg,2,6,26,w,i,W,SC,1,31,0,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1302,1292,1302,10,1,1,1,10,30,Face1.jpg,Face7.jpg,1,7,17,q,o,W,SI,0,31,1,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1688,1678,1688,10,0,1,0,10,31,Face2.jpg,Face5.jpg,2,5,25,w,u,W,SI,0,31,0,0,0,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1661,1619,1661,42,1,0,0,10,32,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,1,31,0,0,1,0,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1235,1241,1241,6,1,1,1,10,33,Face1.jpg,Face7.jpg,1,7,17,q,o,W,SI,0,31,1,0,0,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1109,1099,1109,10,1,1,1,10,34,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,0,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1335,1325,1335,10,1,0,0,10,35,Face1.jpg,Face7.jpg,1,7,17,q,o,W,SI,0,31,0,1,0,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1868,1858,1868,10,1,1,1,10,36,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,1,31,0,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,830,804,830,26,1,1,1,10,37,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,1,31,1,0,1,1,1,1,0,,,0,#N/A
21,#N/A,2,3,1,1104,1094,1104,10,1,1,1,10,38,Face1.jpg,Face8.jpg,1,8,18,q,p,W,M,1,31,1,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1138,1096,1138,42,1,1,1,10,39,Face2.jpg,Face7.jpg,2,7,27,w,o,R,M,1,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1140,1130,1140,10,1,1,1,10,40,Face1.jpg,Face6.jpg,1,6,16,q,i,R,SI,0,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1046,1036,1046,10,1,1,1,10,41,Face2.jpg,Face8.jpg,2,8,28,w,p,U,SI,0,31,0,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1080,1102,1102,22,1,1,1,10,42,Face1.jpg,Face8.jpg,1,8,18,q,p,W,M,1,31,0,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1258,1231,1258,27,1,1,1,10,43,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1483,1473,1483,10,0,0,0,10,44,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,1,31,1,0,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1425,1415,1425,10,1,0,0,10,45,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,1,31,1,0,1,0,1,1,0,,,0,#N/A
21,#N/A,2,3,1,901,939,939,38,1,1,1,10,46,Face2.jpg,Face8.jpg,2,8,28,w,p,U,SI,0,31,1,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1239,1229,1239,10,1,1,1,10,47,Face1.jpg,Face6.jpg,1,6,16,q,i,R,SI,0,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1401,1375,1401,26,1,1,1,10,48,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,0,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1227,1169,1227,58,1,1,1,10,49,Face4.jpg,Face6.jpg,4,6,46,r,i,W,SI,0,31,0,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1197,1203,1203,6,1,1,1,10,50,Face2.jpg,Face5.jpg,2,5,25,w,u,W,SI,0,31,0,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,975,981,981,6,1,1,1,10,51,Face1.jpg,Face8.jpg,1,8,18,q,p,W,M,1,31,0,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1665,1655,1665,10,1,0,0,10,52,Face2.jpg,Face7.jpg,2,7,27,w,o,R,M,1,31,1,0,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1158,1164,1164,6,1,1,1,10,53,Face4.jpg,Face5.jpg,4,5,45,r,u,W,M,1,31,1,1,0,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1336,1326,1336,10,1,1,1,10,54,Face2.jpg,Face7.jpg,2,7,27,w,o,R,M,1,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1355,1361,1361,6,1,1,0,11,1,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,1,1,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,912,899,912,13,1,1,1,11,2,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,1,0,1,0,1,1,0,,,0,#N/A
21,#N/A,2,3,1,1503,1493,1503,10,1,1,1,11,3,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,0,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1473,1479,1479,6,1,1,1,11,4,Face3.jpg,Face7.jpg,3,7,37,e,o,W,SC,1,31,0,1,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1219,1209,1219,10,1,1,1,11,5,Face3.jpg,Face7.jpg,3,7,37,e,o,W,SC,1,31,1,0,0,1,1,1,0,,,0,#N/A
21,#N/A,2,3,1,1045,1034,1045,11,1,1,1,11,6,Face1.jpg,Face6.jpg,1,6,16,q,i,R,SI,0,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1014,1004,1014,10,1,1,1,11,7,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,0,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1352,1342,1352,10,1,1,1,11,8,Face3.jpg,Face7.jpg,3,7,37,e,o,W,SC,1,31,1,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1162,1152,1162,10,1,1,1,11,9,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,1,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1612,1602,1612,10,1,0,0,11,10,Face3.jpg,Face8.jpg,3,8,38,e,p,W,SI,0,31,1,0,0,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,946,952,952,6,1,1,1,11,11,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,0,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1204,1210,1210,6,1,1,1,11,12,Face2.jpg,Face8.jpg,2,8,28,w,p,U,SI,0,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,934,923,934,11,1,1,1,11,13,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1911,1917,1917,6,1,1,1,11,14,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,0,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1337,1327,1337,10,1,1,1,11,15,Face1.jpg,Face7.jpg,1,7,17,q,o,W,SI,0,31,0,1,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1179,1201,1201,22,1,1,1,11,16,Face1.jpg,Face8.jpg,1,8,18,q,p,W,M,1,31,0,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1868,1842,1868,26,0,1,0,11,17,Face2.jpg,Face5.jpg,2,5,25,w,u,W,SI,0,31,1,0,0,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1282,1256,1282,26,1,1,1,11,18,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,0,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1220,1034,1220,186,1,1,1,11,19,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1381,1355,1381,26,1,1,1,11,20,Face4.jpg,Face5.jpg,4,5,45,r,u,W,M,1,31,1,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1047,1069,1069,22,1,1,1,11,21,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1321,1279,1321,42,1,1,1,11,22,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1675,1667,1675,8,1,1,1,11,23,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,0,0,1,1,1,1,0,,,0,#N/A
21,#N/A,2,3,1,1389,1395,1395,6,1,1,1,11,24,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1247,1253,1253,6,1,1,1,11,25,Face2.jpg,Face5.jpg,2,5,25,w,u,W,SI,0,31,1,1,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1169,1143,1169,26,1,1,1,11,26,Face2.jpg,Face5.jpg,2,5,25,w,u,W,SI,0,31,0,0,0,1,1,1,0,,,0,#N/A
21,#N/A,2,3,1,1635,1689,1689,54,1,0,0,11,27,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,1,31,0,0,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1128,1118,1128,10,1,1,1,11,28,Face1.jpg,Face6.jpg,1,6,16,q,i,R,SI,0,31,1,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1242,1248,1248,6,1,1,1,11,29,Face2.jpg,Face5.jpg,2,5,25,w,u,W,SI,0,31,0,1,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1244,1234,1244,10,1,1,1,11,30,Face2.jpg,Face5.jpg,2,5,25,w,u,W,SI,0,31,0,0,0,1,1,1,0,,,0,#N/A
21,#N/A,2,3,1,1534,1524,1534,10,1,0,0,11,31,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,1,31,0,0,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1124,1114,1124,10,1,1,1,11,32,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,1,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1398,1388,1398,10,1,1,1,11,33,Face3.jpg,Face8.jpg,3,8,38,e,p,W,SI,0,31,1,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1974,1966,1974,8,1,1,1,11,34,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,1,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1356,1346,1356,10,1,1,0,12,1,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,1,0,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,926,916,926,10,1,1,1,12,2,Face2.jpg,Face8.jpg,2,8,28,w,p,U,SI,0,31,1,1,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1072,1062,1072,10,1,1,1,12,3,Face2.jpg,Face8.jpg,2,8,28,w,p,U,SI,0,31,0,0,1,1,1,1,0,,,0,#N/A
21,#N/A,2,3,1,1138,1160,1160,22,1,1,1,12,4,Face2.jpg,Face8.jpg,2,8,28,w,p,U,SI,0,31,0,0,1,1,1,1,0,,,0,#N/A
21,#N/A,2,3,1,1332,1322,1332,10,1,1,1,12,5,Face1.jpg,Face6.jpg,1,6,16,q,i,R,SI,0,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1638,1580,1638,58,1,0,0,12,6,Face4.jpg,Face7.jpg,4,7,47,r,o,U,SI,1,31,0,1,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1243,1233,1243,10,1,1,1,12,7,Face4.jpg,Face6.jpg,4,6,46,r,i,W,SI,0,31,1,0,0,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1261,1252,1261,9,1,1,1,12,8,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,0,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1871,1877,1877,6,1,0,0,12,9,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,0,0,1,1,1,1,0,,,0,#N/A
21,#N/A,2,3,1,1285,1259,1285,26,1,1,1,12,10,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,0,31,0,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1351,1341,1351,10,1,1,1,12,11,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,0,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1592,1613,1613,21,0,0,0,12,12,Face3.jpg,Face6.jpg,3,6,36,e,i,U,M,0,31,1,0,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1773,1779,1779,6,1,1,1,12,13,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,0,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1759,1749,1759,10,1,1,1,12,14,Face4.jpg,Face6.jpg,4,6,46,r,i,W,SI,0,31,1,1,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1441,1431,1441,10,1,1,1,12,15,Face1.jpg,Face7.jpg,1,7,17,q,o,W,SI,0,31,0,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1667,1641,1667,26,1,1,1,12,16,Face3.jpg,Face8.jpg,3,8,38,e,p,W,SI,0,31,0,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1189,1179,1189,10,1,1,1,12,17,Face4.jpg,Face5.jpg,4,5,45,r,u,W,M,1,31,0,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1751,1549,1751,202,0,1,0,12,18,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,1,0,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,1132,1122,1132,10,1,1,1,12,19,Face3.jpg,Face5.jpg,3,5,35,e,u,R,SI,1,31,1,0,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1758,1750,1758,8,1,1,1,12,20,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,0,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1360,1350,1360,10,1,1,1,12,21,Face3.jpg,Face8.jpg,3,8,38,e,p,W,SI,0,31,0,1,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1522,1512,1522,10,1,0,0,12,22,Face4.jpg,Face8.jpg,4,8,48,r,p,R,SC,0,31,0,0,1,1,1,0,0,,,0,#N/A
21,#N/A,2,3,1,967,1021,1021,54,1,1,1,12,23,Face1.jpg,Face5.jpg,1,5,15,q,u,U,SC,1,31,0,1,1,0,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1033,1039,1039,6,1,1,1,12,24,Face1.jpg,Face8.jpg,1,8,18,q,p,W,M,1,31,1,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1339,1329,1339,10,1,1,1,12,25,Face2.jpg,Face7.jpg,2,7,27,w,o,R,M,1,31,1,0,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1405,1459,1459,54,1,1,1,12,26,Face1.jpg,Face6.jpg,1,6,16,q,i,R,SI,0,31,1,1,1,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1791,1781,1791,10,1,1,1,12,27,Face3.jpg,Face7.jpg,3,7,37,e,o,W,SC,1,31,0,1,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1344,1318,1344,26,1,1,1,12,28,Face3.jpg,Face8.jpg,3,8,38,e,p,W,SI,0,31,1,0,0,1,1,0,1,,,0,#N/A
21,#N/A,2,3,1,1218,1224,1224,6,1,1,1,12,29,Face4.jpg,Face6.jpg,4,6,46,r,i,W,SI,0,31,0,0,0,1,1,0,1,,,0,#N/A
