Subject,session,session_rev,Reward,RT
41,4,2,-1,1284
41,4,2,1,1392
41,5,3,-1,1217
41,5,3,1,1269
41,6,4,-1,1237
41,6,4,1,1263
41,7,5,-1,1307
41,7,5,1,1280
41,8,6,-1,1183
41,8,6,1,1188
41,9,7,-1,1331
41,9,7,1,1281
42,2,0,-1,1117
42,2,0,1,1197
42,3,1,-1,997
42,3,1,1,1131
42,4,2,-1,1079
42,4,2,1,1055
42,5,3,-1,1236
42,5,3,1,1333
42,6,4,-1,1158
42,6,4,1,1138
42,7,5,-1,1195
42,7,5,1,1245
42,8,6,-1,1297
42,8,6,1,985
42,9,7,-1,1222
42,9,7,1,1195
43,2,0,-1,1419
43,2,0,1,1593
43,3,1,-1,1450
43,3,1,1,1512
43,4,2,-1,1482
43,4,2,1,1377
43,5,3,-1,1558
43,5,3,1,1443
43,6,4,-1,1433
43,6,4,1,1438
43,7,5,-1,1368
43,7,5,1,1327
43,8,6,-1,1315
43,8,6,1,1364
43,9,7,-1,1235
43,9,7,1,1308
44,2,0,-1,1335
44,2,0,1,1379
44,3,1,-1,900
44,3,1,1,913
44,4,2,-1,921
44,4,2,1,963
44,5,3,-1,900
44,5,3,1,968
44,6,4,-1,941
44,6,4,1,1021
44,7,5,-1,987
44,7,5,1,967
44,8,6,-1,895
44,8,6,1,963
44,9,7,-1,866
44,9,7,1,858
49,2,0,-1,1544
49,2,0,1,1566
49,3,1,-1,1616
49,3,1,1,1618
49,4,2,-1,1615
49,4,2,1,1584
49,5,3,-1,1550
49,5,3,1,1586
49,6,4,-1,1359
49,6,4,1,1539
49,7,5,-1,1317
49,7,5,1,1514
49,8,6,-1,1424
49,8,6,1,1420
49,9,7,-1,1354
49,9,7,1,1419
50,2,0,-1,1402
50,2,0,1,1352
50,3,1,-1,1523
50,3,1,1,1425
50,4,2,-1,1327
50,4,2,1,1335
50,5,3,-1,1292
50,5,3,1,1278
50,6,4,-1,1282
50,6,4,1,1270
50,7,5,-1,1291
50,7,5,1,1294
50,8,6,-1,1200
50,8,6,1,1287
50,9,7,-1,1249
50,9,7,1,1253
51,2,0,-1,1246
51,2,0,1,1458
51,3,1,-1,1346
51,3,1,1,1326
51,4,2,-1,1348
51,4,2,1,1350
51,5,3,-1,1224
51,5,3,1,1362
51,6,4,-1,1246
51,6,4,1,1509
51,7,5,-1,1354
51,7,5,1,1369
51,8,6,-1,1254
51,8,6,1,1306
51,9,7,-1,1322
51,9,7,1,1351
52,2,0,-1,1234
52,2,0,1,1310
52,3,1,-1,1221
52,3,1,1,1348
52,4,2,-1,1307
52,4,2,1,1281
52,5,3,-1,1164
52,5,3,1,1257
52,6,4,-1,1150
52,6,4,1,1259
52,7,5,-1,1154
52,7,5,1,1269
52,8,6,-1,1212
52,8,6,1,1129
52,9,7,-1,1158
52,9,7,1,1222
57,2,0,-1,1511
57,2,0,1,1718
57,3,1,-1,1312
57,3,1,1,1447
57,4,2,-1,1242
57,4,2,1,1348
57,5,3,-1,1349
57,5,3,1,1379
57,6,4,-1,1396
57,6,4,1,1321
57,7,5,-1,1036
57,7,5,1,1435
57,8,6,-1,1287
57,8,6,1,1256
57,9,7,-1,1238
57,9,7,1,1313
58,2,0,-1,1178
58,2,0,1,1068
58,3,1,-1,925
58,3,1,1,998
58,4,2,-1,935
58,4,2,1,932
58,5,3,-1,1044
58,5,3,1,1019
58,6,4,-1,1062
58,6,4,1,944
58,7,5,-1,949
58,7,5,1,1026
58,8,6,-1,1035
58,8,6,1,1050
58,9,7,-1,1121
58,9,7,1,1219
59,2,0,-1,1328
59,2,0,1,1235
59,3,1,-1,1268
59,3,1,1,1380
59,4,2,-1,1176
59,4,2,1,1274
59,5,3,-1,1228
59,5,3,1,1296
59,6,4,-1,1339
59,6,4,1,1278
59,7,5,-1,1223
59,7,5,1,1261
59,8,6,-1,1270
59,8,6,1,1342
59,9,7,-1,1267
59,9,7,1,1413
60,2,0,-1,1328
60,2,0,1,1324
60,3,1,-1,1186
60,3,1,1,1198
60,4,2,-1,1309
60,4,2,1,1253
60,5,3,-1,1271
60,5,3,1,1059
60,6,4,-1,1083
60,6,4,1,1221
60,7,5,-1,1244
60,7,5,1,1044
60,8,6,-1,1059
60,8,6,1,1268
60,9,7,-1,1175
60,9,7,1,1119
81,2,0,-1,1420
81,2,0,1,1259
81,3,1,-1,1179
81,3,1,1,1236
81,4,2,-1,1097
81,4,2,1,1116
81,5,3,-1,1058
81,5,3,1,1136
81,6,4,-1,1039
81,6,4,1,1065
81,7,5,-1,1042
81,7,5,1,1004
81,8,6,-1,980
81,8,6,1,1003
81,9,7,-1,1137
81,9,7,1,1091
91,2,0,-1,1416
91,2,0,1,1588
91,3,1,-1,1347
91,3,1,1,1478
91,4,2,-1,1288
91,4,2,1,1431
91,5,3,-1,1405
91,5,3,1,1483
91,6,4,-1,1385
91,6,4,1,1430
91,7,5,-1,1304
91,7,5,1,1378
91,8,6,-1,1326
91,8,6,1,1389
91,9,7,-1,1263
91,9,7,1,1317
